human_time,epoch_time,web_cpu,mongo-db_cpu,nginx_cpu,mosquitto_cpu,web_ram,mongo-db_ram,nginx_ram,mosquitto_ram,host_cpu,host_ram
31:49.3,1682296309,79.63,3.14,0.05,0.1,0.6,0.556,0.0031,0.0013,94.6,1.5
33:06.9,1682296386,129.68,1.82,0.63,0.21,0.61,0.556,0.0031,0.0013,97.2,1.5
34:24.6,1682296464,134.36,1.31,0.45,0.1,0.55,0.556,0.0031,0.0013,91.8,1.4
35:42.0,1682296542,129.3,2.03,0.59,0.09,0.6,0.556,0.0031,0.0013,95.9,1.5
36:59.6,1682296619,86.53,12.58,0.7,0.2,0.54,0.556,0.0031,0.0013,97.3,1.4
38:17.1,1682296697,165.09,3.98,0.59,0.19,0.6,0.556,0.0031,0.0013,96,1.5
39:34.8,1682296774,147.62,1.72,0.74,0.09,0.61,0.556,0.0031,0.0013,91.4,1.5
40:52.4,1682296852,34.22,2.44,0.47,0.25,0.55,0.557,0.0031,0.0013,97.1,1.4
42:09.9,1682296929,62.04,3.02,0.04,0.17,0.6,0.557,0.0031,0.0013,97.2,1.5
43:27.3,1682297007,42.66,2.1,0.65,0.17,0.54,0.557,0.0031,0.0013,97.2,1.4
44:44.9,1682297084,280.4,2.42,0.75,0.14,0.61,0.557,0.0031,0.0013,97.3,1.5
46:02.5,1682297162,150.19,2.28,0.41,0.14,0.6,0.557,0.0031,0.0013,91.5,1.5
47:20.0,1682297240,69.64,3.55,0.18,0.14,0.55,0.557,0.0031,0.0013,92.9,1.4
48:37.5,1682297317,63.87,3.77,0.61,0.28,0.6,0.557,0.0031,0.0013,97.2,1.5
49:55.0,1682297394,47.55,2,0.61,0.08,0.54,0.557,0.0031,0.0013,88.9,1.4
51:12.5,1682297472,139.75,2.3,0.96,0.16,0.61,0.558,0.0031,0.0013,98.7,1.5
52:30.1,1682297550,116.8,3.26,0.84,0.1,0.61,0.558,0.0031,0.0013,88.2,1.5
53:47.6,1682297627,29.39,3.01,0.54,0.15,0.52,0.558,0.0031,0.0013,93.1,1.4
55:05.0,1682297705,63.31,2.02,0.04,0.09,0.6,0.558,0.0031,0.0013,95.9,1.5
56:22.5,1682297782,48.36,2.05,0.71,0.1,0.54,0.559,0.0031,0.0013,93.1,1.4
57:40.2,1682297860,169.99,1.78,0.69,0.17,0.54,0.559,0.0031,0.0013,94.3,1.4
58:57.9,1682297937,65.34,1.67,0.77,0.17,0.6,0.558,0.0032,0.0013,93.4,1.5
00:15.4,1682298015,136.7,2.11,0.33,0.11,0.54,0.559,0.0031,0.0013,95.8,1.4
01:32.9,1682298092,160.05,14.97,0.04,0.09,0.6,0.559,0.0032,0.0013,95.8,1.5
02:50.4,1682298170,30.95,1.79,0.58,0.12,0.59,0.559,0.0031,0.0013,100,1.5
04:25.6,1682298265,81.9,2.32,0.64,0.08,0.59,0.549,0.0031,0.0013,91.9,1.5
05:43.3,1682298343,155.15,2.77,0.29,0.09,0.61,0.549,0.0031,0.0013,98.5,1.5
07:01.0,1682298420,70.33,2.45,1.28,0.48,0.54,0.549,0.0032,0.0013,89.3,1.4
08:18.5,1682298498,73.29,2.46,0.82,0.11,0.59,0.55,0.0031,0.0013,94.5,1.4
09:36.0,1682298576,117.46,2.51,0.82,0.25,0.54,0.549,0.0031,0.0013,91.5,1.4
10:53.5,1682298653,34.04,2.03,0.57,0.14,0.59,0.549,0.0032,0.0013,98.5,1.5
12:11.2,1682298731,149.55,2.34,0.07,0.1,0.61,0.549,0.0031,0.0013,97.2,1.5
13:28.9,1682298808,155.14,2.46,0.71,0.08,0.56,0.549,0.0031,0.0013,97.3,1.4
14:46.4,1682298886,86.05,4.04,0.64,0.13,0.6,0.549,0.0032,0.0013,95.9,1.5
16:03.9,1682298963,70.86,1.95,0.14,0.09,0.55,0.549,0.0031,0.0013,94.3,1.4
17:21.4,1682299041,124.64,2.85,0.7,0.44,0.6,0.549,0.0031,0.0013,97.2,1.5
18:39.2,1682299119,179.67,2.01,0.68,0.11,0.61,0.549,0.0032,0.0013,91.8,1.5
19:56.7,1682299196,70.54,5.12,0.22,0.26,0.56,0.549,0.0031,0.0013,86.7,1.4
21:14.2,1682299274,163.53,1.66,0.61,0.09,0.59,0.549,0.0031,0.0013,92.6,1.5
22:31.6,1682299351,47.73,1.84,0.6,0.1,0.59,0.549,0.0032,0.0013,89.3,1.4
23:49.2,1682299429,220.36,2.33,0.58,0.1,0.61,0.549,0.0031,0.0013,94.4,1.5
25:06.8,1682299506,161.25,4.38,0.05,0.2,0.6,0.549,0.0031,0.0013,95.8,1.5
26:24.4,1682299584,64.58,2.17,0.92,0.06,0.55,0.549,0.0031,0.0013,90.3,1.4
27:41.8,1682299661,30.71,2.53,0.59,0.27,0.59,0.549,0.0031,0.0013,88.9,1.5
28:59.3,1682299739,54.67,14.15,0.24,0.25,0.59,0.549,0.0031,0.0013,93,1.5
30:16.8,1682299816,163.28,4.76,0.04,0.08,0.54,0.549,0.0031,0.0013,93.1,1.4
31:34.4,1682299894,162.9,1.75,0.79,0.1,0.61,0.549,0.0031,0.0013,88.9,1.5
32:51.9,1682299971,28.48,2.24,0.64,0.12,0.52,0.549,0.0031,0.0013,97.2,1.4
34:09.4,1682300049,65.85,2.02,0.17,0.17,0.59,0.549,0.0031,0.0013,93,1.5
35:26.8,1682300126,62.42,4.23,0.66,0.13,0.59,0.549,0.0031,0.0013,89.2,1.5
36:44.4,1682300204,140.28,2.82,1.16,0.13,0.54,0.549,0.0032,0.0013,91.8,1.4
38:02.1,1682300282,121.75,13.32,0.71,0.1,0.6,0.549,0.0031,0.0013,86.7,1.5
39:19.6,1682300359,35.06,2.57,0.22,0.09,0.54,0.549,0.0031,0.0013,94.2,1.4
40:37.1,1682300437,61.03,4.1,0.28,0.12,0.59,0.549,0.0031,0.0013,89.1,1.5
41:54.5,1682300514,72.53,1.79,0.62,0.09,0.59,0.55,0.0032,0.0013,93.1,1.5
43:12.1,1682300592,125.17,2.37,0.63,0.09,0.54,0.549,0.0031,0.0013,88,1.4
44:29.7,1682300669,62.71,1.81,0.04,0.08,0.6,0.549,0.0031,0.0013,90.6,1.5
45:47.2,1682300747,53.89,4.28,0.61,0.1,0.54,0.55,0.0031,0.0013,94.5,1.4
47:04.7,1682300824,33.44,2.81,0.6,0.11,0.59,0.549,0.0031,0.0013,92.8,1.5
48:22.2,1682300902,26.73,3.03,0.53,0.24,0.59,0.55,0.0031,0.0013,93.2,1.5
49:39.7,1682300979,176.42,2.18,0.04,0.11,0.55,0.55,0.0031,0.0013,95.9,1.4
50:57.4,1682301057,108.82,1.68,0.59,0.09,0.6,0.55,0.0031,0.0013,93,1.5
52:14.8,1682301134,20.38,2.2,0.55,0.08,0.54,0.55,0.0032,0.0013,87.8,1.4
53:32.3,1682301212,59.83,2.21,0.1,0.09,0.6,0.55,0.0031,0.0013,97.3,1.5
54:49.8,1682301289,62.8,1.83,0.59,0.1,0.59,0.55,0.0031,0.0013,94.5,1.5
56:07.3,1682301367,129.36,2.24,0.62,0.1,0.55,0.55,0.0031,0.0013,94.3,1.4
57:25.0,1682301444,155.49,2.27,0.94,0.26,0.61,0.55,0.0031,0.0013,95.8,1.5
58:42.4,1682301522,40.85,2.17,0.04,0.13,0.54,0.551,0.0033,0.0013,97.2,1.4
59:59.9,1682301599,61.12,1.84,0.17,0.09,0.59,0.551,0.0031,0.0013,95.7,1.5
01:17.4,1682301677,66.37,2.13,0.6,0.09,0.59,0.551,0.0031,0.0013,94.5,1.5
02:35.0,1682301754,146.03,2.25,0.11,0.13,0.54,0.551,0.0031,0.0013,87,1.4
03:52.5,1682301832,137.03,2.6,0.68,0.2,0.61,0.551,0.0031,0.0013,94.5,1.5
05:10.0,1682301910,50.88,1.55,0.58,0.12,0.53,0.552,0.0031,0.0013,98.6,1.4
06:27.5,1682301987,20.38,1.76,0.56,0.1,0.59,0.552,0.0031,0.0013,97.2,1.5
07:45.0,1682302064,71.67,2.17,0.61,0.13,0.59,0.552,0.0031,0.0013,94.7,1.5
09:02.6,1682302142,151.27,2.36,0.78,0.15,0.55,0.552,0.0031,0.0013,95.8,1.4
10:20.2,1682302220,64.08,2.22,0.76,0.14,0.61,0.552,0.0031,0.0013,93.3,1.5
11:37.6,1682302297,29,2.01,0.58,0.08,0.54,0.552,0.0031,0.0013,83.3,1.4
12:55.1,1682302375,75.93,2.15,0.59,0.1,0.59,0.552,0.0031,0.0013,93,1.5
14:12.6,1682302452,152.96,2.22,0.14,0.17,0.59,0.552,0.0031,0.0013,94.6,1.5
15:30.2,1682302530,119.68,2.54,0.65,0.17,0.55,0.552,0.0031,0.0013,95.6,1.4
16:47.7,1682302607,22.11,2.73,0.68,0.14,0.59,0.552,0.0031,0.0013,88,1.5
18:05.2,1682302685,58.32,2.84,0.05,0.2,0.54,0.552,0.0031,0.0013,96,1.4
19:22.6,1682302762,53.95,2.15,0.14,0.16,0.59,0.552,0.0031,0.0013,92.8,1.5
20:40.1,1682302840,162.5,3.14,0.04,0.18,0.59,0.553,0.0032,0.0013,69,1.5
21:57.7,1682302917,132.83,2.13,0.71,0.1,0.55,0.553,0.0031,0.0013,94.3,1.4
23:15.3,1682302995,60.24,2.02,0.04,0.08,0.58,0.552,0.0031,0.0013,95.9,1.5
24:32.8,1682303072,61.75,1.7,0.66,0.1,0.54,0.553,0.0031,0.0013,97.2,1.4
25:50.3,1682303150,45.24,1.77,0.58,0.13,0.59,0.552,0.0031,0.0013,92.3,1.5
27:07.8,1682303227,148.42,2.43,0.31,0.11,0.59,0.552,0.0031,0.0013,95.9,1.5
28:25.3,1682303305,62.26,2.14,0.77,0.13,0.55,0.552,0.0031,0.0013,85.2,1.4
29:42.8,1682303382,58.9,1.71,0.58,0.09,0.59,0.552,0.0031,0.0013,91.8,1.5
31:00.3,1682303460,25.87,2.61,0.55,0.16,0.53,0.553,0.0031,0.0013,90.6,1.4
32:17.8,1682303537,45.33,2.87,0.42,0.14,0.59,0.553,0.0031,0.0013,96,1.5
33:35.4,1682303615,159.54,1.98,0.11,0.1,0.6,0.553,0.0031,0.0013,95.9,1.5
34:53.0,1682303692,55.57,1.73,0.59,0.11,0.54,0.553,0.0031,0.0013,97.3,1.4
36:10.5,1682303770,56.63,2.18,0.61,0.08,0.59,0.553,0.0031,0.0013,89.2,1.5
37:27.9,1682303847,58.95,2.03,0.05,0.08,0.54,0.553,0.0032,0.0013,88.8,1.4
38:45.4,1682303925,89.96,1.91,0.04,0.1,0.59,0.553,0.0031,0.0013,93.4,1.5
40:03.0,1682304003,134.17,1.71,0.71,0.11,0.6,0.553,0.0031,0.0013,90.3,1.5
41:20.6,1682304080,108.03,2.11,0.54,0.11,0.55,0.553,0.0031,0.0013,85.9,1.4
42:38.1,1682304158,99.78,2.33,0.28,0.09,0.59,0.553,0.0031,0.0013,89.2,1.5
43:55.6,1682304235,158.62,1.79,0.59,0.08,0.54,0.553,0.0031,0.0013,98.5,1.4
45:13.1,1682304313,252.37,2.01,0.55,0.08,0.59,0.553,0.0031,0.0013,92.9,1.5
46:30.8,1682304390,194.44,2.83,0.26,0.1,0.6,0.552,0.0031,0.0013,95.9,1.5
47:48.5,1682304468,188.49,1.34,1.06,0.39,0.55,0.552,0.0031,0.0013,90.6,1.4
49:06.0,1682304546,49.63,2.47,0.69,0.34,0.59,0.552,0.0031,0.0013,95.8,1.5
50:23.5,1682304623,101.98,2.48,0.66,0.08,0.54,0.552,0.0031,0.0013,90.1,1.4
51:41.0,1682304701,212.59,2.19,0.16,0.09,0.61,0.552,0.0032,0.0013,94.4,1.5
52:57.7,1682304777,131.23,2.73,0.72,0.12,0.62,0.552,0.0031,0.0013,85.1,1.5
54:15.3,1682304855,88.72,3.05,0.05,0.23,0.56,0.552,0.0031,0.0013,95.9,1.4
55:32.8,1682304932,61.94,1.83,0.84,0.18,0.6,0.552,0.0031,0.0013,95.9,1.5
56:50.3,1682305010,51.84,1.8,0.64,0.11,0.55,0.552,0.0032,0.0013,100,1.4
58:07.8,1682305087,152.58,2.67,0.66,0.24,0.62,0.552,0.0031,0.0013,84.5,1.5
59:25.4,1682305165,160.78,3.22,0.15,0.26,0.61,0.552,0.0031,0.0013,95.8,1.5
00:43.0,1682305242,71.13,1.97,0.31,0.09,0.56,0.553,0.0031,0.0013,88.7,1.4
02:00.5,1682305320,61.35,2.06,0.59,0.1,0.59,0.552,0.0032,0.0013,93.1,1.5
03:18.0,1682305398,47.82,1.71,0.61,0.09,0.54,0.552,0.0033,0.0013,92.9,1.4
04:35.5,1682305475,143.39,2.89,0.03,0.09,0.61,0.552,0.0031,0.0013,91.9,1.5
05:53.2,1682305553,164.38,1.85,0.66,0.17,0.6,0.553,0.0031,0.0013,94.4,1.5
07:10.7,1682305630,28.3,2.13,0.66,0.12,0.53,0.553,0.0032,0.0013,95.6,1.4
08:28.2,1682305708,16.2,2.46,0.56,0.21,0.6,0.554,0.0031,0.0013,94.5,1.5
09:45.7,1682305785,12.21,2.12,0.53,0.16,0.54,0.553,0.0031,0.0013,91.5,1.4
11:03.2,1682305863,159.42,2.6,0.24,0.12,0.59,0.553,0.0031,0.0013,95.9,1.5
12:20.8,1682305940,30.13,1.88,0.71,0.11,0.6,0.553,0.0032,0.0013,93.1,1.5
13:38.3,1682306018,50.42,2.02,0.1,0.09,0.54,0.553,0.0031,0.0013,94.5,1.4
14:55.8,1682306095,60.37,2.03,0.17,0.1,0.59,0.553,0.0031,0.0013,93.2,1.5
16:13.3,1682306173,58.04,1.82,0.58,0.12,0.59,0.553,0.0032,0.0013,93.2,1.4
17:30.9,1682306250,160.92,2.26,0.14,0.09,0.56,0.552,0.0031,0.0013,93.1,1.5
18:48.5,1682306328,59.45,1.76,0.73,0.2,0.6,0.552,0.0031,0.0013,93,1.5
20:05.9,1682306405,70.77,2.77,0.58,0.2,0.54,0.553,0.0031,0.0013,92,1.4
21:23.4,1682306483,43.62,1.66,0.6,0.12,0.6,0.553,0.0031,0.0013,92.8,1.5
22:40.8,1682306560,36.18,2.14,0.43,0.08,0.59,0.553,0.0031,0.0013,94.6,1.4
23:58.4,1682306638,160.71,2.05,0.18,0.09,0.55,0.553,0.0031,0.0013,100,1.5
25:16.0,1682306716,109.13,1.64,0.58,0.14,0.6,0.553,0.0032,0.0013,91.6,1.5
26:33.5,1682306793,56.95,2.26,0.54,0.16,0.54,0.553,0.0031,0.0013,93.1,1.4
27:51.0,1682306870,75.47,2.13,0.09,0.47,0.59,0.553,0.0031,0.0013,97.2,1.5
29:08.4,1682306948,50.91,2.17,0.42,0.35,0.59,0.553,0.0031,0.0013,93.2,1.5
30:26.0,1682307026,160.91,2.05,0.22,0.1,0.54,0.553,0.0031,0.0013,90.6,1.4
31:43.6,1682307103,182.49,1.9,0.61,0.09,0.61,0.553,0.0033,0.0013,93.4,1.5
33:01.1,1682307181,34.64,2.06,0.43,0.09,0.54,0.553,0.0031,0.0013,97.3,1.4
34:18.6,1682307258,64.07,2.18,0.13,0.13,0.59,0.553,0.0031,0.0013,88.9,1.5
35:36.0,1682307336,63.51,1.94,0.39,0.14,0.59,0.553,0.0031,0.0013,93.1,1.5
36:53.7,1682307413,136.04,2.07,0.66,0.09,0.55,0.553,0.0032,0.0013,94.5,1.4
38:11.2,1682307491,80.13,4.07,0.68,0.8,0.61,0.553,0.0031,0.0013,93.1,1.5
39:28.7,1682307568,89.38,2.68,0.18,0.14,0.54,0.553,0.0031,0.0013,97.2,1.4
40:46.2,1682307646,61.31,4.4,0.12,0.11,0.59,0.553,0.0031,0.0013,94.6,1.5
42:03.7,1682307723,169.73,2.62,0.59,0.08,0.59,0.553,0.0031,0.0013,97.2,1.5
43:21.4,1682307801,121.44,2.44,0.62,0.11,0.55,0.553,0.0031,0.0013,90.4,1.4
44:38.9,1682307878,61.69,1.9,0.04,0.1,0.6,0.553,0.0031,0.0013,95.8,1.5
45:56.4,1682307956,65.02,7.31,0.68,0.16,0.59,0.553,0.0031,0.0013,93.1,1.5
47:13.8,1682308033,38.18,1.91,0.61,0.1,0.59,0.553,0.0031,0.0013,86.5,1.5
48:31.4,1682308111,133.58,2.3,0.19,0.21,0.59,0.553,0.0032,0.0013,94.5,1.5
49:48.9,1682308188,121.47,2.77,0.16,0.1,0.55,0.553,0.0031,0.0013,93.2,1.4
51:06.5,1682308266,156.21,4.44,0.64,0.09,0.57,0.552,0.0032,0.0013,94.6,1.5
52:23.9,1682308343,45.46,1.74,0.62,0.13,0.6,0.552,0.0031,0.0013,93,1.5
53:41.4,1682308421,61.63,2.23,0.04,0.13,0.6,0.552,0.0031,0.0013,94.8,1.5
55:00.3,1682308500,159.6,1.88,0.77,0.09,0.6,0.552,0.0031,0.0013,94.3,1.5
56:18.0,1682308577,126.65,5.44,0.68,0.19,0.61,0.552,0.0031,0.0013,94.3,1.5
57:35.5,1682308655,63.08,2.11,0.59,0.08,0.59,0.552,0.0031,0.0013,95.9,1.5
58:53.0,1682308732,53.64,1.83,0.87,0.16,0.6,0.552,0.0031,0.0013,88.9,1.5
00:10.4,1682308810,79.19,1.72,0.57,0.32,0.6,0.553,0.0031,0.0013,91.9,1.5
01:28.0,1682308888,120.46,4.69,0.68,0.1,0.6,0.553,0.0031,0.0013,94.4,1.5
02:45.6,1682308965,58.56,1.99,0.73,0.11,0.61,0.552,0.0031,0.0013,92.9,1.5
04:03.1,1682309043,21.92,2.71,0.54,0.08,0.6,0.552,0.0031,0.0013,93.3,1.5
05:20.6,1682309120,62.92,1.95,0.17,0.08,0.6,0.553,0.0031,0.0013,97.1,1.5
06:38.0,1682309198,62.21,1.72,0.57,0.12,0.6,0.553,0.0031,0.0013,98.6,1.5
07:55.6,1682309275,160.53,2.39,0.66,0.09,0.6,0.553,0.0032,0.0013,94.5,1.5
09:13.2,1682309353,126.38,1.88,0.45,0.1,0.6,0.553,0.0031,0.0013,93.2,1.5
10:30.7,1682309430,54.96,3.17,0.6,0.35,0.6,0.553,0.0031,0.0013,88.6,1.5
11:48.2,1682309508,33.29,2.54,0.55,0.13,0.6,0.553,0.0031,0.0013,93.2,1.5
13:05.6,1682309585,30.12,2.1,0.53,0.08,0.6,0.553,0.0031,0.0013,97.2,1.5
14:23.2,1682309663,158.6,2.16,0.04,0.1,0.61,0.553,0.0031,0.0013,92.6,1.5
15:40.8,1682309740,53.67,2.58,0.61,0.12,0.61,0.553,0.0032,0.0013,85.7,1.5
16:58.3,1682309818,62.92,2,0.14,0.12,0.6,0.553,0.0031,0.0013,90.4,1.5
18:15.8,1682309895,62.98,2.01,1.23,0.35,0.6,0.553,0.0032,0.0013,95.8,1.5
19:33.2,1682309973,55.75,1.64,0.65,0.2,0.6,0.552,0.0031,0.0013,97.3,1.5
20:50.8,1682310050,143.54,2.97,0.64,0.16,0.6,0.552,0.0032,0.0013,95.8,1.5
22:08.3,1682310128,157.91,2.88,0.04,0.13,0.61,0.552,0.0031,0.0013,89.5,1.5
23:25.8,1682310205,68.36,1.78,0.63,0.09,0.6,0.552,0.0031,0.0013,93.3,1.5
24:43.3,1682310283,103.51,1.75,0.44,0.09,0.6,0.552,0.0031,0.0013,94.5,1.5
26:00.8,1682310360,158.48,2.03,0.05,0.1,0.6,0.552,0.0032,0.0013,95.8,1.5
27:18.5,1682310438,248.44,1.75,0.7,0.13,0.61,0.552,0.0032,0.0013,94.5,1.5
28:36.1,1682310516,275.87,3.19,0.61,0.13,0.61,0.552,0.0031,0.0013,87.8,1.5
29:53.7,1682310593,140.71,1.89,0.14,0.33,0.6,0.552,0.0031,0.0013,93.3,1.5
31:11.2,1682310671,61.31,2.58,0.43,0.1,0.6,0.552,0.0031,0.0013,98.5,1.5
32:28.7,1682310748,32.83,3.02,0.68,0.11,0.6,0.552,0.0032,0.0013,90.5,1.5
33:46.4,1682310826,159.71,2.17,0.05,0.08,0.6,0.552,0.0031,0.0013,88.6,1.5
35:03.9,1682310903,85.5,1.82,0.81,0.18,0.61,0.552,0.0031,0.0013,91.5,1.5
36:21.5,1682310981,78.63,2.15,0.52,0.09,0.6,0.553,0.0031,0.0013,97.2,1.5
37:39.0,1682311058,27.1,2.11,0.59,0.13,0.6,0.553,0.0035,0.0013,94.6,1.5
38:56.6,1682311136,241.33,3.52,0.57,0.15,0.61,0.552,0.0035,0.0013,94,1.5
40:14.4,1682311214,259.7,31.48,0.25,0.28,0.62,0.551,0.0035,0.0013,88,1.5
41:32.0,1682311291,63.79,2.07,0.06,0.09,0.6,0.551,0.0033,0.0013,93.3,1.5
42:49.5,1682311369,32.28,2.34,0.63,0.26,0.61,0.551,0.0033,0.0013,95.8,1.5
44:07.3,1682311447,62.37,3.07,1.3,0.14,0.68,0.549,0.0034,0.0013,78.8,1.5
45:25.3,1682311525,296.61,5.46,2.17,0.36,0.68,0.537,0.0036,0.0013,93.3,1.5
46:43.2,1682311603,98.48,3.92,2.29,0.16,0.62,0.531,0.0036,0.0013,91.4,1.5
48:00.7,1682311680,71.8,3.85,1.34,0.12,0.67,0.525,0.0036,0.0013,94.5,1.5
49:18.5,1682311758,269.98,2.5,0.63,0.25,0.67,0.5,0.0034,0.0013,97.2,1.5
50:36.3,1682311836,244.88,3.32,2.91,0.53,0.67,0.494,0.0035,0.0013,94.7,1.5
51:54.0,1682311914,77.65,2.89,0.76,0.24,0.68,0.494,0.0034,0.0013,91.3,1.5
53:11.6,1682311991,47.29,1.74,0.27,0.09,0.67,0.492,0.0035,0.0013,88.9,1.5
54:29.3,1682312069,71.83,1.55,0.07,0.09,0.65,0.489,0.0036,0.0013,97.3,1.5
55:46.7,1682312146,57.02,1.62,0.26,0.07,0.65,0.489,0.0035,0.0013,95.7,1.5
57:04.4,1682312224,153.25,1.48,0.75,0.09,0.67,0.489,0.0034,0.0013,95.9,1.5
58:22.1,1682312302,157.91,2.77,0.58,0.09,0.66,0.489,0.0035,0.0013,86.7,1.5
59:39.7,1682312379,47.21,1.72,0.77,0.33,0.65,0.489,0.0037,0.0013,89.4,1.5
00:57.2,1682312457,23.34,4.08,0.74,0.14,0.66,0.489,0.0035,0.0013,90.8,1.5
02:14.7,1682312534,147.6,2.47,0.64,0.12,0.66,0.489,0.0035,0.0013,91.7,1.5
03:32.4,1682312612,157.5,2.87,0.04,0.08,0.67,0.489,0.0034,0.0013,97.4,1.5
04:49.9,1682312689,54.08,1.97,0.62,0.08,0.67,0.489,0.0034,0.0013,96,1.5
06:07.3,1682312767,64.57,4.18,0.59,0.17,0.66,0.487,0.0035,0.0013,96,1.5
07:24.7,1682312844,23.92,2.95,0.56,0.15,0.66,0.487,0.0034,0.0013,94.8,1.5
08:42.4,1682312922,261.95,4.29,1.53,0.5,0.67,0.487,0.0035,0.0013,94.6,1.5
10:00.0,1682312999,51.32,2.74,0.08,0.08,0.67,0.487,0.0037,0.0013,96.1,1.5
